定期券（回数券）ID,組合員番号,前受金額,学年,追加回数,合計申込回数,利用総額,利用回数,コース順位,全体順位,コース数
917601887,9.17622E+11,140000,大学院生,,,50257,68,672,1110,749
917601886,9.17622E+11,220000,大学院生,,,93985,158,257,390,433
917601887,9.17622E+11,140000,大学院生,,,63626,126,528,844,749
917601886,9.17622E+11,220000,大学院生,,,25964,36,738,1222,433
917601887,9.17622E+11,140000,5年生以上,,,59043,76,591,958,749
917601887,9.17622E+11,140000,大学院生,,,76550,98,303,470,749
917601887,9.17622E+11,140000,5年生以上,,,74968,107,331,505,749
917601887,9.17622E+11,140000,大学院生,,,68455,94,436,700,749
917601887,9.17622E+11,140000,大学院生,,,54836,71,643,1047,749
917601887,9.17622E+11,140000,大学院生,,,76395,102,308,476,749
917601887,9.17622E+11,140000,大学院生,,,44853,60,704,1162,749
917601887,9.17622E+11,140000,大学院生,,,75040,141,330,504,749
917601887,9.17622E+11,140000,大学院生,,,56566,73,620,1010,749
917601886,9.17622E+11,220000,5年生以上,,,124007,174,84,119,433
917601887,9.17622E+11,140000,大学院生,,,73339,96,355,547,749
917601887,9.17625E+11,140000,大学院生,,,58012,75,600,980,749
917601887,9.17625E+11,140000,大学院生,,,67813,112,452,721,749
917601887,9.17625E+11,140000,大学院生,,,74463,94,338,521,749
917601887,9.17625E+11,140000,大学院生,,,69431,90,423,670,749
917601887,9.17625E+11,140000,大学院生,,,53845,70,648,1060,749
917601886,9.17625E+11,220000,大学院生,,,100633,113,233,354,433
917601886,9.17627E+11,220000,5年生以上,,,101257,118,232,353,433
